"soloistinstrument","cleaname"
"Dancer","Roger Machado"
"Dancer","Roger Machado"
"Dancer","Roger Machado"
"Dancer","Roger Machado"
"Dancer","Roger Machado"
"Dancer","Roger Machado"
"Dancer","Roger Machado"
"Dancer","Roger Machado"
"Dancer","Roger Machado"
"Dancer","Roger Machado"
"Dancer","Roger Machado"
"Dancer","Roger Machado"
"Dancer","Roger Machado"
"Dancer","Roger Machado"
"Dancer","Roger Machado"
"Dancer","Roger Machado"
"Dancer","Roger Machado"
"Dancer","Roger Machado"
"Guitar","Roger Machado"
"Dancer","Roger Machado"
"Dancer","Roger Machado"
"Dancer","Roger Machado"
"Guitar","Roger Machado"
"Dancer","Roger Machado"
"Dancer","Roger Machado"
"Dancer","Roger Machado"
"Vocalist","Roger Machado"
"Dancer","Roger Machado"
"Dancer","Roger Machado"
"Dancer","Roger Machado"
"Dancer","Roger Machado"
"Dancer","Roger Machado"
"Dancer","Roger Machado"
"Dancer","Roger Machado"
"Dancer","Roger Machado"
"Dancer","Roger Machado"
"Dancer","Roger Machado"
"Dancer","Roger Machado"
"Dancer","Roger Machado"
"Dancer","Roger Machado"
"Dancer","Roger Machado"
"Dancer","Roger Machado"
"Dancer","Roger Machado"
"Dancer","Roger Machado"
"Dancer","Roger Machado"
"Dancer","Roger Machado"
"Guitar","Roger Machado"
"Dancer","Roger Machado"
"Dancer","Roger Machado"
"Dancer","Roger Machado"
"Dancer","Roger Machado"
"Dancer","Roger Machado"
"Dancer","Roger Machado"
"Dancer","Roger Machado"
"Dancer","Roger Machado"
"Dancer","Roger Machado"
"None","Roger Machado"
"Dancer","Roger Machado"
"Dancer","Roger Machado"
"Dancer","Roger Machado"
"Dancer","Roger Machado"
"Dancer","Roger Machado"
"Dancer","Roger Machado"
"Dancer","Roger Machado"
"Dancer","Roger Machado"
"Dancer","Roger Machado"
"Dancer","Roger Machado"
"Dancer","Roger Machado"
"Dancer","Roger Machado"
"Dancer","Roger Machado"
"Dancer","Roger Machado"
"Dancer","Roger Machado"
"Dancer","Roger Machado"
"Dancer","Roger Machado"
"Dancer","Roger Machado"
"Dancer","Roger Machado"
"Dancer","Roger Machado"
"Dancer","Roger Machado"
"Dancer","Roger Machado"
"Dancer","Roger Machado"
"Dancer","Roger Machado"
"Dancer","Roger Machado"
"Dancer","Roger Machado"
"Dancer","Roger Machado"
"Dancer","Roger Machado"
"Dancer","Roger Machado"
"Ensemble","Jimmy MacHugh"
"Singer","Maciste"
"Baritone","Alexander C. Mackenzie"
"Vocalist","Alexander C. Mackenzie"
"Ensemble","Steven Mackey"
"Tenor","Steven Mackey"
"Brass Quintet","MacLean"
"Trumpet","MacLean"
"French Horn","MacLean"
"Trombone","MacLean"
"French Horn","MacLean"
"Trumpet","MacLean"
"Trumpet","MacLean"
"Tuba","MacLean"
"French Horn","MacLean"
"Trombone","MacLean"
"Trombone","MacLean"
"French Horn","MacLean"
"Brass Quintet","MacLean"
"Brass Quintet","MacLean"
"Trumpet","MacLean"
"Tuba","MacLean"
"Trumpet","MacLean"
"Trumpet","MacLean"
"Trumpet","MacLean"
"Brass Quintet","MacLean"
"Tuba","MacLean"
"Trumpet","MacLean"
"Trombone","MacLean"
"Tuba","MacLean"
"Piano","James MacMillan"
"Percussion","James MacMillan"
"Percussion","James MacMillan"
"English Horn","James MacMillan"
"Violin","Bruno Maderna"
"Trumpet","Quinto Maganini"
"Trumpet","Quinto Maganini"
"Trumpet","Quinto Maganini"
"Baritone","Gustav Mahler"
"Chorus","Gustav Mahler"
"Mezzo-Soprano","Gustav Mahler"
"Mezzo-Soprano","Gustav Mahler"
"Soprano","Gustav Mahler"
"French Horn","Gustav Mahler"
"Alto","Gustav Mahler"
"Baritone","Gustav Mahler"
"Mezzo-Soprano","Gustav Mahler"
"Boys Choir","Gustav Mahler"
"Tenor","Gustav Mahler"
"Chorus","Gustav Mahler"
"Tenor","Gustav Mahler"
"French Horn","Gustav Mahler"
"Baritone","Gustav Mahler"
"French Horn","Gustav Mahler"
"Soprano","Gustav Mahler"
"Soprano","Gustav Mahler"
"French Horn","Gustav Mahler"
"Baritone","Gustav Mahler"
"French Horn","Gustav Mahler"
"Mezzo-Soprano","Gustav Mahler"
"Baritone","Gustav Mahler"
"Baritone","Gustav Mahler"
"Mezzo-Soprano","Gustav Mahler"
"Contralto","Gustav Mahler"
"Baritone","Gustav Mahler"
"Tenor","Gustav Mahler"
"Baritone","Gustav Mahler"
"Mezzo-Soprano","Gustav Mahler"
"Soprano","Gustav Mahler"
"Contralto","Gustav Mahler"
"Mezzo-Soprano","Gustav Mahler"
"Baritone","Gustav Mahler"
"Soprano","Gustav Mahler"
"Baritone","Gustav Mahler"
"Baritone","Gustav Mahler"
"Soprano","Gustav Mahler"
"French Horn","Gustav Mahler"
"Baritone","Gustav Mahler"
"Soprano","Gustav Mahler"
"Alto","Gustav Mahler"
"Baritone","Gustav Mahler"
"Soprano","Gustav Mahler"
"Soprano","Gustav Mahler"
"Contralto","Gustav Mahler"
"Soprano","Gustav Mahler"
"Soprano","Gustav Mahler"
"Contralto","Gustav Mahler"
"Baritone","Gustav Mahler"
"Soprano","Gustav Mahler"
"Soprano","Gustav Mahler"
"Soprano","Gustav Mahler"
"French Horn","Gustav Mahler"
"Baritone","Gustav Mahler"
"Baritone","Gustav Mahler"
"Soprano","Gustav Mahler"
"Mezzo-Soprano","Gustav Mahler"
"Chorus","Gustav Mahler"
"Mezzo-Soprano","Gustav Mahler"
"Baritone","Gustav Mahler"
"Soprano","Gustav Mahler"
"Baritone","Gustav Mahler"
"Soprano","Gustav Mahler"
"Baritone","Gustav Mahler"
"Alto","Gustav Mahler"
"Cello","Gustav Mahler"
"Soprano","Gustav Mahler"
"Mezzo-Soprano","Gustav Mahler"
"Contralto","Gustav Mahler"
"Mezzo-Soprano","Gustav Mahler"
"Mezzo-Soprano","Gustav Mahler"
"Baritone","Gustav Mahler"
"French Horn","Gustav Mahler"
"Soprano","Gustav Mahler"
"Soprano","Gustav Mahler"
"Chorus","Gustav Mahler"
"Baritone","Gustav Mahler"
"Soprano","Gustav Mahler"
"Viola","Gustav Mahler"
"Tenor","Gustav Mahler"
"Mezzo-Soprano","Gustav Mahler"
"Chorus","Gustav Mahler"
"Baritone","Gustav Mahler"
"Bass-Baritone","Gustav Mahler"
"Chorus","Gustav Mahler"
"Soprano","Gustav Mahler"
"Tenor","Gustav Mahler"
"Alto","Gustav Mahler"
"Soprano","Gustav Mahler"
"Mezzo-Soprano","Gustav Mahler"
"Soprano","Gustav Mahler"
"Mezzo-Soprano","Gustav Mahler"
"Soprano","Gustav Mahler"
"Contralto","Gustav Mahler"
"Mezzo-Soprano","Gustav Mahler"
"Tenor","Gustav Mahler"
"Cello","Gustav Mahler"
"Baritone","Gustav Mahler"
"Chorus","Gustav Mahler"
"Chorus","Gustav Mahler"
"Soprano","Gustav Mahler"
"French Horn","Gustav Mahler"
"French Horn","Gustav Mahler"
"Mezzo-Soprano","Gustav Mahler"
"Baritone","Gustav Mahler"
"Contralto","Gustav Mahler"
"Tenor","Gustav Mahler"
"Contralto","Gustav Mahler"
"Mezzo-Soprano","Gustav Mahler"
"French Horn","Gustav Mahler"
"Chorus","Gustav Mahler"
"Contralto","Gustav Mahler"
"French Horn","Gustav Mahler"
"Baritone","Gustav Mahler"
"Tenor","Gustav Mahler"
"Mezzo-Soprano","Gustav Mahler"
"Baritone","Gustav Mahler"
"Contralto","Gustav Mahler"
"Mezzo-Soprano","Gustav Mahler"
"Mezzo-Soprano","Gustav Mahler"
"Chorus","Gustav Mahler"
"Mezzo-Soprano","Gustav Mahler"
"Mezzo-Soprano","Gustav Mahler"
"Baritone","Gustav Mahler"
"Mezzo-Soprano","Gustav Mahler"
"Bass-Baritone","Gustav Mahler"
"Chorus","Gustav Mahler"
"Soprano","Gustav Mahler"
"French Horn","Gustav Mahler"
"Baritone","Gustav Mahler"
"Soprano","Gustav Mahler"
"Baritone","Gustav Mahler"
"Baritone","Gustav Mahler"
"Contralto","Gustav Mahler"
"Mezzo-Soprano","Gustav Mahler"
"French Horn","Gustav Mahler"
"Contralto","Gustav Mahler"
"Chorus","Gustav Mahler"
"Soprano","Gustav Mahler"
"French Horn","Gustav Mahler"
"Contralto","Gustav Mahler"
"Mezzo-Soprano","Gustav Mahler"
"Soprano","Gustav Mahler"
"Mezzo-Soprano","Gustav Mahler"
"Soprano","Gustav Mahler"
"Mezzo-Soprano","Gustav Mahler"
"Mezzo-Soprano","Gustav Mahler"
"Mezzo-Soprano","Gustav Mahler"
"Soprano","Gustav Mahler"
"Mezzo-Soprano","Gustav Mahler"
"Tenor","Gustav Mahler"
"Mezzo-Soprano","Gustav Mahler"
"Soprano","Gustav Mahler"
"Mezzo-Soprano","Gustav Mahler"
"Soprano","Gustav Mahler"
"Bass-Baritone","Gustav Mahler"
"Soprano","Gustav Mahler"
"Soprano","Gustav Mahler"
"Mezzo-Soprano","Gustav Mahler"
"Baritone","Gustav Mahler"
"French Horn","Gustav Mahler"
"Soprano","Gustav Mahler"
"Baritone","Gustav Mahler"
"Mezzo-Soprano","Gustav Mahler"
"Boys Choir","Gustav Mahler"
"Mezzo-Soprano","Gustav Mahler"
"Contralto","Gustav Mahler"
"French Horn","Gustav Mahler"
"Mezzo-Soprano","Gustav Mahler"
"Baritone","Gustav Mahler"
"Soprano","Gustav Mahler"
"Baritone","Gustav Mahler"
"Chorus","Gustav Mahler"
"Soprano","Gustav Mahler"
"Mezzo-Soprano","Gustav Mahler"
"Bass-Baritone","Gustav Mahler"
"Soprano","Gustav Mahler"
"French Horn","Gustav Mahler"
"Chorus","Gustav Mahler"
"French Horn","Gustav Mahler"
"Contralto","Gustav Mahler"
"French Horn","Gustav Mahler"
"Mezzo-Soprano","Gustav Mahler"
"Mezzo-Soprano","Gustav Mahler"
"Baritone","Gustav Mahler"
"Baritone","Gustav Mahler"
"Soprano","Gustav Mahler"
"Bassoon","Gustav Mahler"
"Boys Choir","Gustav Mahler"
"Soprano","Gustav Mahler"
"Soprano","Gustav Mahler"
"French Horn","Gustav Mahler"
"Tenor","Gustav Mahler"
"Soprano","Gustav Mahler"
"Contralto","Gustav Mahler"
"Soprano","Gustav Mahler"
"French Horn","Gustav Mahler"
"Contralto","Gustav Mahler"
"Percussion","Gustav Mahler"
"Baritone","Gustav Mahler"
"Mezzo-Soprano","Gustav Mahler"
"Baritone","Gustav Mahler"
"Soprano","Gustav Mahler"
"Soprano","Gustav Mahler"
"French Horn","Gustav Mahler"
"Mezzo-Soprano","Gustav Mahler"
"Soprano","Gustav Mahler"
"Baritone","Gustav Mahler"
"French Horn","Gustav Mahler"
"Soprano","Gustav Mahler"
"Soprano","Gustav Mahler"
"French Horn","Gustav Mahler"
"Tenor","Gustav Mahler"
"Soprano","Gustav Mahler"
"Soprano","Gustav Mahler"
"Mezzo-Soprano","Gustav Mahler"
"Chorus","Gustav Mahler"
"Baritone","Gustav Mahler"
"Soprano","Gustav Mahler"
"French Horn","Gustav Mahler"
"Mezzo-Soprano","Gustav Mahler"
"Soprano","Gustav Mahler"
"Piano","Gustav Mahler"
"Soprano","Gustav Mahler"
"Mezzo-Soprano","Gustav Mahler"
"French Horn","Gustav Mahler"
"Tenor","Gustav Mahler"
"Soprano","Gustav Mahler"
"Baritone","Gustav Mahler"
"French Horn","Gustav Mahler"
"Boys Choir","Gustav Mahler"
"Soprano","Gustav Mahler"
"Baritone","Gustav Mahler"
"Tenor","Gustav Mahler"
"Contralto","Gustav Mahler"
"Contrabass","Gustav Mahler"
"Chorus","Gustav Mahler"
"Baritone","Gustav Mahler"
"Tenor","Gustav Mahler"
"Mezzo-Soprano","Gustav Mahler"
"Baritone","Gustav Mahler"
"Soprano","Gustav Mahler"
"Boys Choir","Gustav Mahler"
"Mezzo-Soprano","Gustav Mahler"
"French Horn","Gustav Mahler"
"Bass","Gustav Mahler"
"French Horn","Gustav Mahler"
"Soprano","Gustav Mahler"
"Baritone","Gustav Mahler"
"French Horn","Gustav Mahler"
"French Horn","Gustav Mahler"
"French Horn","Gustav Mahler"
"Baritone","Gustav Mahler"
"Tenor","Gustav Mahler"
"Bass-Baritone","Gustav Mahler"
"Baritone","Gustav Mahler"
"Soprano","Gustav Mahler"
"Mezzo-Soprano","Gustav Mahler"
"Mezzo-Soprano","Gustav Mahler"
"Tenor","Gustav Mahler"
"Flute","Gustav Mahler"
"Boys Choir","Gustav Mahler"
"Soprano","Gustav Mahler"
"Mezzo-Soprano","Gustav Mahler"
"Baritone","Gustav Mahler"
"Baritone","Gustav Mahler"
"Piccolo","Gustav Mahler"
"Mezzo-Soprano","Gustav Mahler"
"Soprano","Gustav Mahler"
"Baritone","Gustav Mahler"
"Violin","Gustav Mahler"
"French Horn","Gustav Mahler"
"Soprano","Gustav Mahler"
"French Horn","Gustav Mahler"
"Mezzo-Soprano","Gustav Mahler"
"Mezzo-Soprano","Gustav Mahler"
"None","Gustav Mahler"
"Percussion","Gustav Mahler"
"Mezzo-Soprano","Gustav Mahler"
"Mezzo-Soprano","Gustav Mahler"
"Boys Choir","Gustav Mahler"
"Soprano","Gustav Mahler"
"French Horn","Gustav Mahler"
"French Horn","Gustav Mahler"
"Mezzo-Soprano","Gustav Mahler"
"Baritone","Gustav Mahler"
"Soprano","Gustav Mahler"
"Soprano","Gustav Mahler"
"Contralto","Gustav Mahler"
"Soprano","Gustav Mahler"
"Contralto","Gustav Mahler"
"French Horn","Gustav Mahler"
"Soprano","Gustav Mahler"
"Mezzo-Soprano","Gustav Mahler"
"Baritone","Gustav Mahler"
"French Horn","Gustav Mahler"
"Chorus","Gustav Mahler"
"Soprano","Gustav Mahler"
"Soprano","Gustav Mahler"
"Mezzo-Soprano","Gustav Mahler"
"French Horn","Gustav Mahler"
"Boys Choir","Gustav Mahler"
"French Horn","Gustav Mahler"
"French Horn","Gustav Mahler"
"Baritone","Gustav Mahler"
"Soprano","Gustav Mahler"
"Baritone","Gustav Mahler"
"French Horn","Gustav Mahler"
"Viola","Gustav Mahler"
"Soprano","Gustav Mahler"
"Mezzo-Soprano","Gustav Mahler"
"Mezzo-Soprano","Gustav Mahler"
"French Horn","Gustav Mahler"
"French Horn","Gustav Mahler"
"Mezzo-Soprano","Gustav Mahler"
"French Horn","Gustav Mahler"
"Tenor","Gustav Mahler"
"French Horn","Gustav Mahler"
"Soprano","Gustav Mahler"
"Womens Chorus","Gustav Mahler"
"Baritone","Gustav Mahler"
"French Horn","Gustav Mahler"
"French Horn","Gustav Mahler"
"Tenor","Gustav Mahler"
"Tenor","Gustav Mahler"
"Guest Orchestra","Gustav Mahler"
"French Horn","Gustav Mahler"
"Soprano","Gustav Mahler"
"Violin","Gustav Mahler"
"Mezzo-Soprano","Gustav Mahler"
"Chorus","Gustav Mahler"
"Soprano","Gustav Mahler"
"Mezzo-Soprano","Gustav Mahler"
"French Horn","Gustav Mahler"
"Soprano","Gustav Mahler"
"Baritone","Gustav Mahler"
"Tenor","Gustav Mahler"
"Baritone","Gustav Mahler"
"Soprano","Gustav Mahler"
"Mezzo-Soprano","Gustav Mahler"
"Mezzo-Soprano","Gustav Mahler"
"French Horn","Gustav Mahler"
"Chorus","Gustav Mahler"
"Tenor","Gustav Mahler"
"Piano","Gustav Mahler"
"Mezzo-Soprano","Gustav Mahler"
"French Horn","Gustav Mahler"
"French Horn","Gustav Mahler"
"Alto","Gustav Mahler"
"French Horn","Gustav Mahler"
"Soprano","Gustav Mahler"
"Womens Chorus","Gustav Mahler"
"French Horn","Gustav Mahler"
"Soprano","Gustav Mahler"
"French Horn","Gustav Mahler"
"Tenor","Gustav Mahler"
"Tenor","Gustav Mahler"
"Violin","Gustav Mahler"
"Soprano","Gustav Mahler"
"Tenor","Gustav Mahler"
"Alto","Gustav Mahler"
"Baritone","Gustav Mahler"
"French Horn","Gustav Mahler"
"Tenor","Gustav Mahler"
"French Horn","Gustav Mahler"
"Boys Choir","Gustav Mahler"
"French Horn","Gustav Mahler"
"French Horn","Gustav Mahler"
"Soprano","Gustav Mahler"
"Mezzo-Soprano","Gustav Mahler"
"Mezzo-Soprano","Gustav Mahler"
"Baritone","Gustav Mahler"
"Soprano","Gustav Mahler"
"Mezzo-Soprano","Gustav Mahler"
"Mezzo-Soprano","Gustav Mahler"
"Baritone","Gustav Mahler"
"Soprano","Gustav Mahler"
"Baritone","Gustav Mahler"
"French Horn","Gustav Mahler"
"Baritone","Gustav Mahler"
"French Horn","Gustav Mahler"
"Baritone","Gustav Mahler"
"Soprano","Gustav Mahler"
"French Horn","Gustav Mahler"
"Soprano","Gustav Mahler"
"Baritone","Gustav Mahler"
"Soprano","Gustav Mahler"
"French Horn","Gustav Mahler"
"French Horn","Gustav Mahler"
"Tenor","Gustav Mahler"
"Soprano","Gustav Mahler"
"Tenor","Gustav Mahler"
"Baritone","Gustav Mahler"
"Baritone","Gustav Mahler"
"Soprano","Gustav Mahler"
"Soprano","Gustav Mahler"
"Tenor","Gustav Mahler"
"Soprano","Gustav Mahler"
"Guest Orchestra","Gustav Mahler"
"Tenor","Gustav Mahler"
"Tenor","Gustav Mahler"
"French Horn","Gustav Mahler"
"Tenor","Gustav Mahler"
"Mezzo-Soprano","Gustav Mahler"
"Baritone","Gustav Mahler"
"French Horn","Gustav Mahler"
"Baritone","Gustav Mahler"
"French Horn","Gustav Mahler"
"Soprano","Gustav Mahler"
"Contralto","Gustav Mahler"
"Baritone","Gustav Mahler"
"Soprano","Gustav Mahler"
"Tenor","Gustav Mahler"
"Mezzo-Soprano","Gustav Mahler"
"French Horn","Gustav Mahler"
"Baritone","Gustav Mahler"
"Baritone","Gustav Mahler"
"Soprano","Gustav Mahler"
"Mens Chorus","Franz Mair"
"Dancer","Joaquin Malats"
"Dancer","Joaquin Malats"
"Dancer","Joaquin Malats"
"Chorus","Gian Francesco Malipiero"
"Piano","Gian Francesco Malipiero"
"Tenor","Gian Francesco Malipiero"
"Piano","Gian Francesco Malipiero"
"Baritone","Gian Francesco Malipiero"
"Piano","Gian Francesco Malipiero"
"Vocalist","Matty Malneck"
"Vocalist","Matty Malneck"
"Vocalist","Matty Malneck"
"Soprano","Albert Hay Malotte"
"Vocalist","Albert Hay Malotte"
"Tenor","Albert Hay Malotte"
"Boys Choir","Carl Maltsby"
"Soprano","Manna Zucca"
"Womens Chorus","Charles Fonteyn Manney"
"Vocalist","Charles Fonteyn Manney"
"Band","Johnny Marks"
"Trumpet","Johnny Marks"
"Trumpet","Johnny Marks"
"Trumpet","Johnny Marks"
"Piano","Johnny Marks"
"Brass Quintet","Johnny Marks"
"Trumpet","Johnny Marks"
"Trumpet","Johnny Marks"
"Tuba","Johnny Marks"
"Tuba","Johnny Marks"
"Sing-Along","Johnny Marks"
"Brass Quintet","Johnny Marks"
"Children's Chorus","Johnny Marks"
"Vocalist","Johnny Marks"
"French Horn","Johnny Marks"
"Tuba","Johnny Marks"
"Trombone","Johnny Marks"
"Trumpet","Johnny Marks"
"Jazz Bass","Johnny Marks"
"Trombone","Johnny Marks"
"Trombone","Johnny Marks"
"Sing-Along","Johnny Marks"
"Brass Quintet","Johnny Marks"
"French Horn","Johnny Marks"
"Percussion","Johnny Marks"
"Vocalist","Johnny Marks"
"French Horn","Johnny Marks"
"Jazz Ensemble","Wynton Marsalis"
"Chorus","Wynton Marsalis"
"Jazz Ensemble","Wynton Marsalis"
"Trumpet","Wynton Marsalis"
"Jazz Ensemble","Wynton Marsalis"
"Jazz Ensemble","Wynton Marsalis"
"Jazz Ensemble","Wynton Marsalis"
"Chorus","Wynton Marsalis"
"Drum Set","Wynton Marsalis"
"Trumpet","Wynton Marsalis"
"Jazz Ensemble","Wynton Marsalis"
"Jazz Ensemble","Wynton Marsalis"
"Chorus","Wynton Marsalis"
"Jazz Ensemble","Wynton Marsalis"
"Piano","Wynton Marsalis"
"Jazz Ensemble","Wynton Marsalis"
"Jazz Ensemble","Wynton Marsalis"
"Jazz Ensemble","Wynton Marsalis"
"Soprano","Wynton Marsalis"
"Jazz Ensemble","Wynton Marsalis"
"Jazz Ensemble","Wynton Marsalis"
"Jazz Ensemble","Wynton Marsalis"
"Trumpet","Wynton Marsalis"
"Jazz Bass","Wynton Marsalis"
"Jazz Ensemble","Wynton Marsalis"
"Baritone","Heinrich August Marschner"
"Baritone","Heinrich August Marschner"
"Baritone","Heinrich August Marschner"
"Tenor","Charles Marshall"
"Piano","Charles Marshall"
"Cello","Ingram Marshall"
"Piano","Ingram Marshall"
"Contrabass","Ingram Marshall"
"Clarinet","Frank Martin"
"Viola","Frank Martin"
"Piano","Frank Martin"
"Violin","Frank Martin"
"Harpsichord","Frank Martin"
"Percussion","Frank Martin"
"French Horn","Frank Martin"
"Oboe","Frank Martin"
"Percussion","Frank Martin"
"Clarinet","Frank Martin"
"Trumpet","Frank Martin"
"Baritone","Frank Martin"
"Percussion","Frank Martin"
"Flute","Frank Martin"
"Percussion","Frank Martin"
"Percussion","Frank Martin"
"Bassoon","Frank Martin"
"Trombone","Frank Martin"
"Oboe","Frank Martin"
"Harp","Frank Martin"
"Trumpet","Frank Martin"
"Piano","Frank Martin"
"Flute","Frank Martin"
"Percussion","Frank Martin"
"Harpsichord","Frank Martin"
"Bassoon","Frank Martin"
"Percussion","Frank Martin"
"Harpsichord","Frank Martin"
"Bassoon","Frank Martin"
"Violin","Frank Martin"
"French Horn","Frank Martin"
"Cello","Frank Martin"
"Flute","Frank Martin"
"Trombone","Frank Martin"
"Harpsichord","Frank Martin"
"Oboe","Frank Martin"
"French Horn","Frank Martin"
"Violin","Frank Martin"
"Clarinet","Frank Martin"
"Baritone","Frank Martin"
"Harp","Frank Martin"
"Violin","Frank Martin"
"Percussion","Frank Martin"
"Piano","Frank Martin"
"Violin","Frank Martin"
"Trombone","Frank Martin"
"Trumpet","Frank Martin"
"Percussion","Frank Martin"
"Vocalist","Giovanni Battista Martini"
"Bass","Giovanni Battista Martini"
"Piano","Giovanni Battista Martini"
"Violin","Bohuslav Martinu"
"Cello","Bohuslav Martinu"
"Violin","Bohuslav Martinu"
"Cello","Bohuslav Martinu"
"Violin","Bohuslav Martinu"
"Organ","Bohuslav Martinu"
"Cello","Bohuslav Martinu"
"Viola","Bohuslav Martinu"
"Trumpet","Bohuslav Martinu"
"Viola","Bohuslav Martinu"
"Cello","Bohuslav Martinu"
"Viola","Bohuslav Martinu"
"Piano","Bohuslav Martinu"
"Violin","Bohuslav Martinu"
"Violin","Bohuslav Martinu"
"Piano","Bohuslav Martinu"
"Viola","Bohuslav Martinu"
"Violin","Bohuslav Martinu"
"Bassoon","Bohuslav Martinu"
"Violin","Bohuslav Martinu"
"Viola","Bohuslav Martinu"
"Cello","Bohuslav Martinu"
"Violin","Bohuslav Martinu"
"Cello","Bohuslav Martinu"
"Flute","Bohuslav Martinu"
"Violin","Bohuslav Martinu"
"Violin","Bohuslav Martinu"
"Piano","Bohuslav Martinu"
"Violin","Bohuslav Martinu"
"Violin","Bohuslav Martinu"
"Viola","Bohuslav Martinu"
"Viola","Bohuslav Martinu"
"Viola","Bohuslav Martinu"
"Piano","Bohuslav Martinu"
"Chorus","Bohuslav Martinu"
"Cello","Bohuslav Martinu"
"Viola","Bohuslav Martinu"
"Piano","Bohuslav Martinu"
"Piano","Bohuslav Martinu"
"Bassoon","Bohuslav Martinu"
"Violin","Bohuslav Martinu"
"Piano","Bohuslav Martinu"
"Piano","Bohuslav Martinu"
"Violin","Bohuslav Martinu"
"Mens Chorus","Bohuslav Martinu"
"Violin","Bohuslav Martinu"
"Viola","Bohuslav Martinu"
"Violin","Bohuslav Martinu"
"Piano","Bohuslav Martinu"
"Piano","Bohuslav Martinu"
"Piano","Bohuslav Martinu"
"Clarinet","Bohuslav Martinu"
"Violin","Bohuslav Martinu"
"Clarinet","Bohuslav Martinu"
"Flute","Bohuslav Martinu"
"Clarinet","Bohuslav Martinu"
"Trumpet","Bohuslav Martinu"
"Viola","Bohuslav Martinu"
"Viola","Bohuslav Martinu"
"Flute","Bohuslav Martinu"
"Oboe","Bohuslav Martinu"
"Violin","Bohuslav Martinu"
"Bassoon","Bohuslav Martinu"
"Piano","Bohuslav Martinu"
"Bassoon","Bohuslav Martinu"
"Piano","Bohuslav Martinu"
"Cello","Bohuslav Martinu"
"Percussion","Bohuslav Martinu"
"Piano","Bohuslav Martinu"
"Cello","Bohuslav Martinu"
"Piano","Bohuslav Martinu"
"Viola","Bohuslav Martinu"
"Clarinet","Bohuslav Martinu"
"French Horn","Bohuslav Martinu"
"Clarinet","Bohuslav Martinu"
"Piano","Bohuslav Martinu"
"Piano","Bohuslav Martinu"
"Violin","Bohuslav Martinu"
"Clarinet","Bohuslav Martinu"
"Viola","Bohuslav Martinu"
"Clarinet","Bohuslav Martinu"
"Cello","Bohuslav Martinu"
"Clarinet","Bohuslav Martinu"
"Cello","Bohuslav Martinu"
"Piano","Giuseppe Martucci"
"Piano","Giuseppe Martucci"
"Piano","Giuseppe Martucci"
"Piano","Joseph Marx"
"Piano","Joseph Marx"
"Baritone","Edward Maryon"
"Chorus","Pietro Mascagni"
"Chorus","Pietro Mascagni"
"Tenor","Pietro Mascagni"
"Soprano","Pietro Mascagni"
"Mezzo-Soprano","Pietro Mascagni"
"Organ","Pietro Mascagni"
"Soprano","Pietro Mascagni"
"Soprano","Pietro Mascagni"
"Tenor","Pietro Mascagni"
"Tenor","Pietro Mascagni"
"Chorus","Pietro Mascagni"
"Orchestra","Pietro Mascagni"
"Soprano","Pietro Mascagni"
"Soprano","Pietro Mascagni"
"Oboe","David Maslanka"
"Clarinet","David Maslanka"
"Bassoon","David Maslanka"
"Flute","David Maslanka"
"French Horn","David Maslanka"
"Flute","Daniel Gregory Mason"
"Vocalist","Daniel Gregory Mason"
"Piano","Daniel Gregory Mason"
"Vocalist","William Mason"
"Piano","William Mason"
"Cello","Jules Massenet"
"Clarinet","Jules Massenet"
"Baritone","Jules Massenet"
"Baritone","Jules Massenet"
"Soprano","Jules Massenet"
"Cello","Jules Massenet"
